project_id,text,link,type,title
9525,Council comments - agency response,https://www.thegef.org/sites/default/files/project_documents/US_Technical_Comments_-_GEF_6_Project_9525_South_Africa_-_25_April_2018_johancomments_0.pdf,application/pdf; length=268021,US_Technical_Comments_-_GEF_6_Project_9525_South_Africa_-_25_April_2018_johancomments.pdf
9499,Council letter,https://www.thegef.org/sites/default/files/project_documents/05-15-2018_ID9499_Council_letter.pdf,application/pdf; length=33014,05-15-2018_ID9499_Council_letter.pdf
9499,Request for CEO  Endorsement  - revised,https://www.thegef.org/sites/default/files/project_documents/6-20-2018_req_CEO_Endorsement_Document_0.pdf,application/pdf; length=6632465,6-20-2018_req_CEO_Endorsement_Document.pdf
9499,Project Review Sheet,https://www.thegef.org/sites/default/files/project_documents/05-09-2018_ID9499-_Project_Review_0.pdf,application/pdf; length=258113,05-09-2018_ID9499-_Project_Review.pdf
9499,CEO Endorsement letter,https://www.thegef.org/sites/default/files/project_documents/10-03-2018_ID9499_CEO_Endorsement.pdf,application/pdf; length=54755,10-03-2018_ID9499_CEO_Endorsement.pdf
9530,EA Document,https://www.thegef.org/sites/default/files/project_documents/BRAZIL_NIP_updating__Brazil_15_08_2016_0.pdf,application/pdf; length=597850,BRAZIL_NIP_updating__Brazil_15_08_2016.pdf
9530,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9530-2016-09-20-114352-GEFReviewSheetGEF61EA_0.pdf,application/pdf; length=104008,9530-2016-09-20-114352-GEFReviewSheetGEF61EA.pdf
9530,EA Approved Letter,https://www.thegef.org/sites/default/files/project_documents/09-21-16_EA_Approved_Letter.pdf,application/pdf; length=105510,09-21-16_EA_Approved_Letter.pdf
9496,Request for CEO Approval - MSP Document,https://www.thegef.org/sites/default/files/project_documents/CEO_Approval_Request_Chile_Refrigerators_15Nov2017_0.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document; length=8593511,CEO_Approval_Request_Chile_Refrigerators_15Nov2017.docx
9496,Council Notification Ltr,https://www.thegef.org/sites/default/files/project_documents/12-8-17_-_Council_Notification1.pdf,application/pdf; length=31213,12-8-17_-_Council_Notification1.pdf
9496,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9496-2018-01-09-114736-GEFReviewSheetGEF61MSP_0.pdf,application/pdf; length=127474,9496-2018-01-09-114736-GEFReviewSheetGEF61MSP.pdf
9498,CEO Endorsement Request Document,https://www.thegef.org/sites/default/files/project_documents/12-23-17_CEO_Endorsement_Request_Document.pdf,application/pdf; length=7236231,12-23-17_CEO_Endorsement_Request_Document.pdf
9498,Council Notification,https://www.thegef.org/sites/default/files/project_documents/1-30-2018_ID9498_Council_Notification.pdf,application/pdf; length=32678,1-30-2018_ID9498_Council_Notification.pdf
9454,EA Request Document,https://www.thegef.org/sites/default/files/project_documents/ID_9454_EA_Sierra_Leone_MIA_NAP_Proposal_Request_18_03_20162.pdf,application/pdf; length=1354657,ID_9454_EA_Sierra_Leone_MIA_NAP_Proposal_Request_18_03_20162.pdf
9453,DRC EA MIA NAP Proposal Request,https://www.thegef.org/sites/default/files/project_documents/ID9453__DRC_EA_MIA_NAP_Proposal_Request_18_03_20161_0.pdf,application/pdf; length=1515377,ID9453__DRC_EA_MIA_NAP_Proposal_Request_18_03_20161.pdf
9481,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9481-2016-09-15-084506-GEFReviewSheetGEF61.pdf,application/pdf; length=144410,9481-2016-09-15-084506-GEFReviewSheetGEF61.pdf
9481,PIF Document for WPI (Revised),https://www.thegef.org/sites/default/files/project_documents/GEF_6_Uganda_ABS_PIF_03.10.2017.pdf,application/pdf; length=953944,GEF_6_Uganda_ABS_PIF_03.10.2017.pdf
9481,STAP Review (PDF),https://www.thegef.org/sites/default/files/project_documents/9481-2017-11-12-164542-STAPReviewAgency.pdf,application/pdf; length=119651,9481-2017-11-12-164542-STAPReviewAgency.pdf
9455,EA Request Document (Revised),https://www.thegef.org/sites/default/files/project_documents/ID9405__EA_MIAs_Caribbean_9455_Request_2903016_0.pdf,application/pdf; length=1068180,ID9405__EA_MIAs_Caribbean_9455_Request_2903016.pdf
9457,EA Request Document,https://www.thegef.org/sites/default/files/project_documents/03-21-16_EA_Request_Document_0.pdf,application/pdf; length=334383,03-21-16_EA_Request_Document.pdf
9457,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9457-2016-03-30-144017-GEFReviewSheetGEF61EA_0.pdf,application/pdf; length=90545,9457-2016-03-30-144017-GEFReviewSheetGEF61EA.pdf
9456,EA Request Document,https://www.thegef.org/sites/default/files/project_documents/ID9456_EA_Tanzania_NAP_Proposal_Request_08_06_2016_0.pdf,application/pdf; length=1376475,ID9456_EA_Tanzania_NAP_Proposal_Request_08_06_2016.pdf
9421,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9421-2016-06-29-105608-GEFReviewSheetGEF61_0.pdf,application/pdf; length=158307,9421-2016-06-29-105608-GEFReviewSheetGEF61.pdf
9456,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9456-2016-06-16-122704-GEFReviewSheetGEF61EA_0.pdf,application/pdf; length=101878,9456-2016-06-16-122704-GEFReviewSheetGEF61EA.pdf
9421,PIF Document for WPI (Revised),https://www.thegef.org/sites/default/files/project_documents/PIF_1.pdf,application/pdf; length=612121,PIF.pdf
9421,STAP Review (PDF),https://www.thegef.org/sites/default/files/project_documents/9421-2017-11-12-155408-STAPReviewAgency_0.pdf,application/pdf; length=118469,9421-2017-11-12-155408-STAPReviewAgency.pdf
9442,PIF Document for WPI,https://www.thegef.org/sites/default/files/project_documents/03-03-16_GEF-6_PIF_UNEP_NCs_BURs_Umbrella_Programme_03_03_20161_0.doc,application/msword; length=532992,03-03-16_GEF-6_PIF_UNEP_NCs_BURs_Umbrella_Programme_03_03_20161.doc
9442,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9442-2016-03-28-103623-GEFReviewSheetGEF61EA_0.pdf,application/pdf; length=98058,9442-2016-03-28-103623-GEFReviewSheetGEF61EA.pdf
9442,ANNEX J FOCAL AREA TRACKING TOOL,https://www.thegef.org/sites/default/files/project_documents/05-03-17_ANNEX_J_FOCAL_AREA_TRACKING_TOOL.xls,application/vnd.ms-excel; length=114176,05-03-17_ANNEX_J_FOCAL_AREA_TRACKING_TOOL.xls
9442,NC BUR Major Amendment,https://www.thegef.org/sites/default/files/project_documents/05-03-17_NC_BUR_Major_Amendment.pdf,application/pdf; length=115340,05-03-17_NC_BUR_Major_Amendment.pdf
9442,CEO Endorsement Request Document,https://www.thegef.org/sites/default/files/project_documents/05-03-17_CEO_Endorsement_Request_Document.pdf,application/pdf; length=920314,05-03-17_CEO_Endorsement_Request_Document.pdf
9477,CEO PIF and PPG Doc,https://www.thegef.org/sites/default/files/project_documents/4-19-16_-_PIF_and_PPG__doc_0.pdf,application/pdf; length=314808,4-19-16_-_PIF_and_PPG__doc.pdf
9442,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9442-2017-05-05-083507-GEFReviewSheetGEF61.pdf,application/pdf; length=128920,9442-2017-05-05-083507-GEFReviewSheetGEF61.pdf
9442,Council Letter,https://www.thegef.org/sites/default/files/project_documents/06-02-17_Council_Letter.pdf,application/pdf; length=133636,06-02-17_Council_Letter.pdf
9442,07-06-17 CEO Endorsed Major Amendment,https://www.thegef.org/sites/default/files/project_documents/07-06-17_CEO_Endorsed_Major_Amendment.pdf,application/pdf; length=171741,07-06-17_CEO_Endorsed_Major_Amendment.pdf
9477,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9477-2016-04-29-122451-GEFReviewSheetGEF61_0.pdf,application/pdf; length=112397,9477-2016-04-29-122451-GEFReviewSheetGEF61.pdf
9477,CEO Endorsement Request Doc,https://www.thegef.org/sites/default/files/project_documents/5-3-17_-_CEO_Endorsement_Request_Doc_0.pdf,application/pdf; length=1114252,5-3-17_-_CEO_Endorsement_Request_Doc.pdf
9477,Project Review Sheet,https://www.thegef.org/sites/default/files/project_documents/05-10-2017_ID_9477-_Project_Review_0.pdf,application/pdf; length=258661,05-10-2017_ID_9477-_Project_Review.pdf
9452,PIF Document for WPI (Revised),https://www.thegef.org/sites/default/files/project_documents/Technology_Needs_Assessments_Phase_III_PIF_04_04_2016_0.pdf,application/pdf; length=173143,Technology_Needs_Assessments_Phase_III_PIF_04_04_2016.pdf
9452,PIF Review Sheet,https://www.thegef.org/sites/default/files/project_documents/9452-2016-05-02-125955-GEFReviewSheetGEF61_0.rtf,application/rtf; length=307516,9452-2016-05-02-125955-GEFReviewSheetGEF61.rtf
9452,Request for CEO Endorsement - rev.,https://www.thegef.org/sites/default/files/project_documents/12-20-17_rev_CEO_Endorsement_document_20.12.2017.pdf,application/pdf; length=2542688,12-20-17_rev_CEO_Endorsement_document_20.12.2017.pdf
9452,Amendment notification,https://www.thegef.org/sites/default/files/project_documents/1-24-2018_Major_Amendment_notification_TNA_Phase_III_EF_ID_9452.pdf,application/pdf; length=352997,1-24-2018_Major_Amendment_notification_TNA_Phase_III_EF_ID_9452.pdf
9452,Council letter,https://www.thegef.org/sites/default/files/project_documents/02-01-2018_ID9452_Council_letter1.pdf,application/pdf; length=39662,02-01-2018_ID9452_Council_letter1.pdf
9414,Revised EA Doc,https://www.thegef.org/sites/default/files/project_documents/4-15-16_-_Rev_EA_Doc.pdf,application/pdf; length=417721,4-15-16_-_Rev_EA_Doc.pdf
9407,PIF Document for WPI (Revised),https://www.thegef.org/sites/default/files/project_documents/04-07-16_PIF___PPG_request_document_2_0.pdf,application/pdf; length=152687,04-07-16_PIF___PPG_request_document_2.pdf
9414,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9414-2016-04-29-124421-GEFReviewSheetGEF61EA.pdf,application/pdf; length=90726,9414-2016-04-29-124421-GEFReviewSheetGEF61EA.pdf
9407,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9407-2016-04-08-170848-GEFReviewSheetGEF61_0.pdf,application/pdf; length=113902,9407-2016-04-08-170848-GEFReviewSheetGEF61.pdf
9407,STAP Review (PDF),https://www.thegef.org/sites/default/files/project_documents/9407-2016-05-10-135148-STAPReviewAgency_0.pdf,application/pdf; length=113049,9407-2016-05-10-135148-STAPReviewAgency.pdf
9407,Project document,https://www.thegef.org/sites/default/files/project_documents/Project_Document_10.10.2017_clean.pdf,application/pdf; length=5769901,Project_Document_10.10.2017_clean.pdf
9407,Request for CEO Endorsement - revised,https://www.thegef.org/sites/default/files/project_documents/CEO_Endorsement_Request_10.10.2017_Clean.pdf,application/pdf; length=1309709,CEO_Endorsement_Request_10.10.2017_Clean.pdf
9407,Council notification,https://www.thegef.org/sites/default/files/project_documents/11-06-2017_ID9407_CEO_Endorsement.pdf,application/pdf; length=34159,11-06-2017_ID9407_CEO_Endorsement.pdf
9405,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9405-2016-06-21-170809-GEFReviewSheetGEF61.pdf,application/pdf; length=129722,9405-2016-06-21-170809-GEFReviewSheetGEF61.pdf
9405,PIF Document for WPI (Revised),https://www.thegef.org/sites/default/files/project_documents/09-26-16_PIF_request_document_revised.pdf,application/pdf; length=1071623,09-26-16_PIF_request_document_revised.pdf
9405,STAP Review (PDF),https://www.thegef.org/sites/default/files/project_documents/9405-2017-11-17-142129-STAPReviewAgency.pdf,application/pdf; length=123132,9405-2017-11-17-142129-STAPReviewAgency.pdf
9413,PIF and PPG request document,https://www.thegef.org/sites/default/files/project_documents/04-27-16_PIF_and_PPG_request_document_2_0.pdf,application/pdf; length=1998878,04-27-16_PIF_and_PPG_request_document_2.pdf
9413,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9413-2016-04-27-095234-GEFReviewSheetGEF61_0.pdf,application/pdf; length=135113,9413-2016-04-27-095234-GEFReviewSheetGEF61.pdf
9413,STAP Review (PDF),https://www.thegef.org/sites/default/files/project_documents/9413-2016-05-12-154303-STAPReviewAgency_0.pdf,application/pdf; length=119537,9413-2016-05-12-154303-STAPReviewAgency.pdf
9413,Project Document PAD clean,https://www.thegef.org/sites/default/files/project_documents/01-26-18_Project_Document_PAD_clean.pdf,application/pdf; length=3960702,01-26-18_Project_Document_PAD_clean.pdf
9413,CEO Endorsement Request Document SN,https://www.thegef.org/sites/default/files/project_documents/01-26-18_CEO_Endorsement_Request_Document_SN.pdf,application/pdf; length=517930,01-26-18_CEO_Endorsement_Request_Document_SN.pdf
9413,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9413-2018-01-31-113602-GEFReviewSheetGEF61.pdf,application/pdf; length=173302,9413-2018-01-31-113602-GEFReviewSheetGEF61.pdf
9406,PIF Document for WPI (Revised),https://www.thegef.org/sites/default/files/project_documents/St_Lucia_PIF_11.04.2016_Clean_Version_re_0.pdf,application/pdf; length=512822,St_Lucia_PIF_11.04.2016_Clean_Version_re.pdf
9406,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9406-2016-04-14-101131-GEFReviewSheetGEF61_0.pdf,application/pdf; length=149597,9406-2016-04-14-101131-GEFReviewSheetGEF61.pdf
9406,STAP Review (PDF),https://www.thegef.org/sites/default/files/project_documents/9406-2016-05-16-165051-STAPReviewAgency_0.pdf,application/pdf; length=108519,9406-2016-05-16-165051-STAPReviewAgency.pdf
9406,Request for CEO Endorsement,https://www.thegef.org/sites/default/files/project_documents/St_Lucia_SE_Coast_CEO_Endorsement_Request_26.06.2018_clean.doc,application/msword; length=4090368,St_Lucia_SE_Coast_CEO_Endorsement_Request_26.06.2018_clean.doc
9406,Project Document (CEO Endorsement - Rev),https://www.thegef.org/sites/default/files/project_documents/St_Lucia_SE_Coast_Project_Document_26.06.2018_clean.pdf,application/pdf; length=2131607,St_Lucia_SE_Coast_Project_Document_26.06.2018_clean.pdf
9412,PIF Document for WPI (Revised),https://www.thegef.org/sites/default/files/project_documents/02-15-17_PIF_Request_Document_revised_Clean_Ver.pdf,application/pdf; length=330678,02-15-17_PIF_Request_Document_revised_Clean_Ver.pdf
9406,Response matrix,https://www.thegef.org/sites/default/files/project_documents/9406_Response_to_GEF_Review_Sheet_26.06.2018.pdf,application/pdf; length=373797,9406_Response_to_GEF_Review_Sheet_26.06.2018.pdf
9406,Council Notification,https://www.thegef.org/sites/default/files/project_documents/8-20-2018_ID9406_Council_notification.pdf,application/pdf; length=33425,8-20-2018_ID9406_Council_notification.pdf
9406,CEO Endorsement Letter TO Impl Agency,https://www.thegef.org/sites/default/files/project_documents/8-20-2018_ID9406_CEO_Endorsement.pdf,application/pdf; length=37865,8-20-2018_ID9406_CEO_Endorsement.pdf
9412,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9412-2017-05-16-175237-GEFReviewSheetGEF61.pdf,application/pdf; length=144381,9412-2017-05-16-175237-GEFReviewSheetGEF61.pdf
9412,STAP Review (PDF),https://www.thegef.org/sites/default/files/project_documents/9412-2017-11-12-155146-STAPReviewAgency.pdf,application/pdf; length=116734,9412-2017-11-12-155146-STAPReviewAgency.pdf
9410,PIF Document for WPI (Revised),https://www.thegef.org/sites/default/files/project_documents/Revised_PIF_.pdf,application/pdf; length=1046092,Revised_PIF_.pdf
9410,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9410-2016-12-08-170500-GEFReviewSheetGEF61.pdf,application/pdf; length=156076,9410-2016-12-08-170500-GEFReviewSheetGEF61.pdf
9410,STAP Review (PDF),https://www.thegef.org/sites/default/files/project_documents/9410-2017-05-10-132007-STAPReviewAgency.pdf,application/pdf; length=114086,9410-2017-05-10-132007-STAPReviewAgency.pdf
9408,PIF Document for WPI (Revised),https://www.thegef.org/sites/default/files/project_documents/ID9408__Preventing_COSTS_of_IAS_PIF_04_04_2016_Clean_rev_0.pdf,application/pdf; length=551449,ID9408__Preventing_COSTS_of_IAS_PIF_04_04_2016_Clean_rev.pdf
9402,PIF Document for WPI (Revised),https://www.thegef.org/sites/default/files/project_documents/ID9402__Antigua_and_Barbada_Path_to_2020_PIF_3-28-2016_.pdf,application/pdf; length=941872,ID9402__Antigua_and_Barbada_Path_to_2020_PIF_3-28-2016_.pdf
9408,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9408-2016-04-14-101706-GEFReviewSheetGEF61_0.pdf,application/pdf; length=132466,9408-2016-04-14-101706-GEFReviewSheetGEF61.pdf
9408,STAP Review (PDF),https://www.thegef.org/sites/default/files/project_documents/9408-2016-05-16-094002-STAPReviewAgency_0.pdf,application/pdf; length=118066,9408-2016-05-16-094002-STAPReviewAgency.pdf
9408,Council Letter,https://www.thegef.org/sites/default/files/project_documents/ID9408_Council_Letter__0.pdf,application/pdf; length=4476451,ID9408_Council_Letter_.pdf
9409,MSP PIF Request Document (Revised),https://www.thegef.org/sites/default/files/project_documents/PIF.doc,application/msword; length=551936,PIF.doc
9402,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9402-2016-04-13-155505-GEFReviewSheetGEF61.pdf,application/pdf; length=147232,9402-2016-04-13-155505-GEFReviewSheetGEF61.pdf
9402,STAP Review (PDF),https://www.thegef.org/sites/default/files/project_documents/9402-2016-05-12-165259-STAPReviewAgency.pdf,application/pdf; length=116126,9402-2016-05-12-165259-STAPReviewAgency.pdf
9409,CEO approval reques,https://www.thegef.org/sites/default/files/project_documents/CEO_Approval_Request_Sri_Lanka_Healthy_Landscapes_revised_26April2018.doc,application/msword; length=4484608,CEO_Approval_Request_Sri_Lanka_Healthy_Landscapes_revised_26April2018.doc
9382,"Request for CEO Approval
 Document clean",https://www.thegef.org/sites/default/files/project_documents/04-12-16_MSP_Request_Document_clean_0.pdf,application/pdf; length=414587,04-12-16_MSP_Request_Document_clean.pdf
9382,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9382-2016-05-04-180040-GEFReviewSheetGEF61MSP_0.pdf,application/pdf; length=123801,9382-2016-05-04-180040-GEFReviewSheetGEF61MSP.pdf
9327,EA Request Document,https://www.thegef.org/sites/default/files/project_documents/11-11-15_EA_Request_Document.pdf,application/pdf; length=205931,11-11-15_EA_Request_Document.pdf
9327,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9327-2015-12-02-153331-GEFReviewSheetGEF61EA.pdf,application/pdf; length=92001,9327-2015-12-02-153331-GEFReviewSheetGEF61EA.pdf
9337,Request for CEO Endorsement - rev,https://www.thegef.org/sites/default/files/project_documents/ID9337__CEO_Endorsement_Document_Global_Leapfrogging_21.07.2017.pdf,application/pdf; length=6652232,ID9337__CEO_Endorsement_Document_Global_Leapfrogging_21.07.2017.pdf
9347,Request for CEO Approval,https://www.thegef.org/sites/default/files/project_documents/CEO_endorsement_for_NBSAP_3rd_Phase_13_Nov_2015_doc-revised__00000004__0.pdf,application/pdf; length=242888,CEO_endorsement_for_NBSAP_3rd_Phase_13_Nov_2015_doc-revised__00000004_.pdf
9337,CEO Ltr to Council for Review,https://www.thegef.org/sites/default/files/project_documents/8-4-17_-_CEO_Council_Review_Request_Ltr.pdf,application/pdf; length=34662,8-4-17_-_CEO_Council_Review_Request_Ltr.pdf
9329,MSP PIF  Request Document (Revised),https://www.thegef.org/sites/default/files/project_documents/SE4ALL_Building_Efficiency_Accelerator_PIF_10-11-2015.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document; length=613653,SE4ALL_Building_Efficiency_Accelerator_PIF_10-11-2015.docx
9350,EA Request Document,https://www.thegef.org/sites/default/files/project_documents/02-01-16_EA_Request_Document_0.pdf,application/pdf; length=510887,02-01-16_EA_Request_Document.pdf
9329,CEO Endorsement Request 12-19-15,https://www.thegef.org/sites/default/files/project_documents/UNEP_WRI_BEA_RCA_v2-1__clean_WRI-rev_Dec_19_v2_0.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document; length=1730969,UNEP_WRI_BEA_RCA_v2-1__clean_WRI-rev_Dec_19_v2.docx
9350,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9350-2016-02-01-143930-GEFReviewSheetGEF61EA_0.pdf,application/pdf; length=89072,9350-2016-02-01-143930-GEFReviewSheetGEF61EA.pdf
9351,EA Request Project Document,https://www.thegef.org/sites/default/files/project_documents/11-30-15_EA_Request_Project_Document1_0.pdf,application/pdf; length=556677,11-30-15_EA_Request_Project_Document1.pdf
9366,PIF Document for WPI (Revised),https://www.thegef.org/sites/default/files/project_documents/9366_MFA_Cote_d_Ivoire_SSATMARC_UTF-8BRk9MQUJfUElGXzAzLjA0LjIwMTdfY__002__0.pdf,application/pdf; length=1174750,9366_MFA_Cote_d_Ivoire_SSATMARC_UTF-8BRk9MQUJfUElGXzAzLjA0LjIwMTdfY__002_.pdf
9366,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9366-2017-04-04-130448-GEFReviewSheetGEF61_0.pdf,application/pdf; length=164765,9366-2017-04-04-130448-GEFReviewSheetGEF61.pdf
9366,STAP Review (PDF),https://www.thegef.org/sites/default/files/project_documents/9366-2017-05-10-133611-STAPReviewAgency_0.pdf,application/pdf; length=116444,9366-2017-05-10-133611-STAPReviewAgency.pdf
9283,Request for CEO Approval,https://www.thegef.org/sites/default/files/project_documents/09-19-17_MSP_Request_Document_0.pdf,application/pdf; length=6714603,09-19-17_MSP_Request_Document.pdf
9283,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9283-2017-10-05-170800-GEFReviewSheetGEF61MSP_0.pdf,application/pdf; length=122058,9283-2017-10-05-170800-GEFReviewSheetGEF61MSP.pdf
9320,PIF Document (Revised),https://www.thegef.org/sites/default/files/project_documents/DES_PIF_UNEP_SE4All_Energy_PIF_03_11_2015.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document; length=960476,DES_PIF_UNEP_SE4All_Energy_PIF_03_11_2015.docx
9188,EA Request Document,https://www.thegef.org/sites/default/files/project_documents/ID9188_GEF-6_Enabling_Activity_-_MIA_PNG_02_09_2015__00000002__0.pdf,application/pdf; length=1240921,ID9188_GEF-6_Enabling_Activity_-_MIA_PNG_02_09_2015__00000002_.pdf
9187,Council Letter,https://www.thegef.org/sites/default/files/project_documents/ID9187_Council_Letter_0.pdf,application/pdf; length=1164971,ID9187_Council_Letter.pdf
9187,EA Request Document,https://www.thegef.org/sites/default/files/project_documents/ID9187_GEF-6_Enabling_Activity_-_MIA_Pacific_25.06.2015_0.pdf,application/pdf; length=1721882,ID9187_GEF-6_Enabling_Activity_-_MIA_Pacific_25.06.2015.pdf
9196,Revised EA doc,https://www.thegef.org/sites/default/files/project_documents/8-27-15_-_Rev_EA_Doc_0.pdf,application/pdf; length=569825,8-27-15_-_Rev_EA_Doc.pdf
9171,EA Request Document,https://www.thegef.org/sites/default/files/project_documents/ID9171__Rev__Ghana_NC4_and_BUR2_Proposal_14_08_2015__00000002_.pdf,application/pdf; length=1150285,ID9171__Rev__Ghana_NC4_and_BUR2_Proposal_14_08_2015__00000002_.pdf
9276,STAP Review (PDF),https://www.thegef.org/sites/default/files/project_documents/9276-2016-03-15-145630-STAPReviewAgency_0.pdf,application/pdf; length=108299,9276-2016-03-15-145630-STAPReviewAgency.pdf
9276,PIF Document (Revised),https://www.thegef.org/sites/default/files/project_documents/08-02-16_PIF_request_document__rev_14_07_2016_002_0.pdf,application/pdf; length=1291441,08-02-16_PIF_request_document__rev_14_07_2016_002.pdf
9276,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9276-2016-08-03-151547-GEFReviewSheetGEF61_0.pdf,application/pdf; length=160502,9276-2016-08-03-151547-GEFReviewSheetGEF61.pdf
9142,Request for CEO Endorsement (Rev),https://www.thegef.org/sites/default/files/project_documents/GEF6_CEO_endorsement-SC-IAP_Brazil_28.11.2016_Clean_Ver.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document; length=7945487,GEF6_CEO_endorsement-SC-IAP_Brazil_28.11.2016_Clean_Ver.docx
9276,08-04-16 Council Letter,https://www.thegef.org/sites/default/files/project_documents/08-04-16_Council_Letter_0.pdf,application/pdf; length=109481,08-04-16_Council_Letter.pdf
9276,Council Letter,https://www.thegef.org/sites/default/files/project_documents/ID9276_Council_Notification_Letter__0.pdf,application/pdf; length=1318325,ID9276_Council_Notification_Letter_.pdf
9276,PIF Document for WPI (Revised),https://www.thegef.org/sites/default/files/project_documents/11-06-15_PIF_request_document_0.pdf,application/pdf; length=1251736,11-06-15_PIF_request_document.pdf
9142,PPG Document,https://www.thegef.org/sites/default/files/project_documents/GEF-6_Child_PPG_SC-IAP_Brazil_FINAL.pdf,application/pdf; length=36520,GEF-6_Child_PPG_SC-IAP_Brazil_FINAL.pdf
9276,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9276-2015-11-09-122207-GEFReviewSheetGEF61_0.pdf,application/pdf; length=157142,9276-2015-11-09-122207-GEFReviewSheetGEF61.pdf
9174,EA Request Document,https://www.thegef.org/sites/default/files/project_documents/ID9174__Djibouti_MIA_Enabling_Activity_02_11_2015_edited_0.pdf,application/pdf; length=725515,ID9174__Djibouti_MIA_Enabling_Activity_02_11_2015_edited.pdf
9185,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9185-2015-08-18-120343-GEFReviewSheetGEF61EA_0.pdf,application/pdf; length=100260,9185-2015-08-18-120343-GEFReviewSheetGEF61EA.pdf
9185,EA request document rev,https://www.thegef.org/sites/default/files/project_documents/08-19-15_EA_request_document_rev_0.pdf,application/pdf; length=1365447,08-19-15_EA_request_document_rev.pdf
9172,EA request,https://www.thegef.org/sites/default/files/project_documents/ID9172__MIA_EA_Cameroon_01.09.2015_0.pdf,application/pdf; length=1423775,ID9172__MIA_EA_Cameroon_01.09.2015.pdf
9173,EA Request Document,https://www.thegef.org/sites/default/files/project_documents/ID9173__Africa_III_EA_doc__03_11_2015_0.pdf,application/pdf; length=1264460,ID9173__Africa_III_EA_doc__03_11_2015.pdf
9118,Request for CEO Approval,https://www.thegef.org/sites/default/files/project_documents/05-08-15_BS_CEO_Approval_Third_National_Report_Africa_08.05.2015_rev_0.doc,application/msword; length=473088,05-08-15_BS_CEO_Approval_Third_National_Report_Africa_08.05.2015_rev.doc
9118,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/9118-2015-05-08-151004-GEFReviewSheetGEF61MSP_0.pdf,application/pdf; length=112762,9118-2015-05-08-151004-GEFReviewSheetGEF61MSP.pdf
9120,MSP Request for CEO Approval rev,https://www.thegef.org/sites/default/files/project_documents/05-29-15_MSP_Request_for_CEO_Approval_rev_0.pdf,application/pdf; length=92288,05-29-15_MSP_Request_for_CEO_Approval_rev.pdf
8035,Review Sheet (PDF),https://www.thegef.org/sites/default/files/project_documents/8035-2017-01-30-143757-GEFReviewSheetGEF61_0.pdf,application/pdf; length=123210,8035-2017-01-30-143757-GEFReviewSheetGEF61.pdf
8035,Council Notification Letter,https://www.thegef.org/sites/default/files/project_documents/ID8035_council_notification_ltr_0.pdf,application/pdf; length=358212,ID8035_council_notification_ltr.pdf
8035,STAP Review (PDF),https://www.thegef.org/sites/default/files/project_documents/8035-2017-05-05-164419-STAPReviewAgency.pdf,application/pdf; length=121912,8035-2017-05-05-164419-STAPReviewAgency.pdf
8035,PIF Document (Revised),https://www.thegef.org/sites/default/files/project_documents/ID8035__PIF_rev_0.pdf,application/pdf; length=324198,ID8035__PIF_rev.pdf
9119,Appendices,https://www.thegef.org/sites/default/files/project_documents/Appendices_0.pdf,application/pdf; length=237937,Appendices.pdf
9080,Annex B Response to project reviews,https://www.thegef.org/sites/default/files/project_documents/9080_-_ANNEX_B_RESPONSES_TO_PROJECT_REVIEWS.pdf,application/pdf; length=597201,9080_-_ANNEX_B_RESPONSES_TO_PROJECT_REVIEWS.pdf
